DATE,Q_slz
01/07/2004 07:00,2620
01/07/2004 08:00,2670
01/07/2004 09:00,2720
01/07/2004 10:00,2780
01/07/2004 11:00,2860
01/07/2004 12:00,2940
01/07/2004 13:00,3040
01/07/2004 14:00,3140
01/07/2004 15:00,3280
01/07/2004 16:00,3370
01/07/2004 17:00,3470
01/07/2004 18:00,3580
01/07/2004 19:00,3670
01/07/2004 20:00,3760
01/07/2004 21:00,3830
01/07/2004 22:00,3900
01/07/2004 23:00,3950
01/08/2004 00:00,4010
01/08/2004 01:00,4090
01/08/2004 02:00,4180
01/08/2004 03:00,4280
01/08/2004 04:00,4410
01/08/2004 05:00,4550
01/08/2004 06:00,4710
01/08/2004 07:00,4870
01/08/2004 08:00,5030
01/08/2004 09:00,5160
01/08/2004 10:00,5270
01/08/2004 11:00,5370
01/08/2004 12:00,5430
01/08/2004 13:00,5500
01/08/2004 14:00,5560
01/08/2004 15:00,5600
01/08/2004 16:00,5630
01/08/2004 17:00,5650
01/08/2004 18:00,5650
01/08/2004 19:00,5670
01/08/2004 20:00,5680
01/08/2004 21:00,5710
01/08/2004 22:00,5720
01/08/2004 23:00,5750
01/09/2004 00:00,5780
01/09/2004 01:00,5810
01/09/2004 02:00,5850
01/09/2004 03:00,5880
01/09/2004 04:00,5860
01/09/2004 05:00,5850
01/09/2004 06:00,5810
01/09/2004 07:00,5780
01/09/2004 08:00,5720
01/09/2004 09:00,5680
01/09/2004 10:00,5630
01/09/2004 11:00,5590
01/09/2004 12:00,5530
01/09/2004 13:00,5470
01/09/2004 14:00,5430
01/09/2004 15:00,5380
01/09/2004 16:00,5320
01/09/2004 17:00,5270
01/09/2004 18:00,5220
01/09/2004 19:00,5190
01/09/2004 20:00,5160
01/09/2004 21:00,5120
01/09/2004 22:00,5110
01/09/2004 23:00,5100
01/10/2004 00:00,5100
01/10/2004 01:00,5100
01/10/2004 02:00,5100
01/10/2004 03:00,5100
01/10/2004 04:00,5100
01/10/2004 05:00,5080
01/10/2004 06:00,5070
01/10/2004 07:00,5060
01/10/2004 08:00,5020
01/10/2004 09:00,4990
01/10/2004 10:00,4950
01/10/2004 11:00,4910
01/10/2004 12:00,4870
01/10/2004 13:00,4830
01/10/2004 14:00,4780
01/10/2004 15:00,4750
01/10/2004 16:00,4710
01/10/2004 17:00,4670
01/10/2004 18:00,4630
01/10/2004 19:00,4590
01/10/2004 20:00,4560
01/10/2004 21:00,4530
01/10/2004 22:00,4500
01/10/2004 23:00,4450
01/11/2004 00:00,4410
01/11/2004 01:00,4360
01/11/2004 02:00,4320
01/11/2004 03:00,4280
01/11/2004 04:00,4240
01/11/2004 05:00,4190
01/11/2004 06:00,4150
01/11/2004 07:00,4100
01/11/2004 08:00,4060
01/11/2004 09:00,4030
01/11/2004 10:00,3980
01/11/2004 11:00,3940
01/11/2004 12:00,3900
01/11/2004 13:00,3870
01/11/2004 14:00,3830
01/11/2004 15:00,3780
01/11/2004 16:00,3760
01/11/2004 17:00,3720
01/11/2004 18:00,3680
01/11/2004 19:00,3660
01/11/2004 20:00,3620
01/11/2004 21:00,3600
01/11/2004 22:00,3560
01/11/2004 23:00,3530
01/12/2004 00:00,3490
01/12/2004 01:00,3460
01/12/2004 02:00,3440
01/12/2004 03:00,3400
01/12/2004 04:00,3370
01/12/2004 05:00,3340
01/12/2004 06:00,3310
01/12/2004 07:00,3280
01/12/2004 08:00,3250
01/12/2004 09:00,3240
01/12/2004 10:00,3220
01/12/2004 11:00,3210
01/12/2004 12:00,3200
01/12/2004 13:00,3210
01/12/2004 14:00,3200
01/12/2004 15:00,3200
01/12/2004 16:00,3220
01/12/2004 17:00,3230
01/12/2004 18:00,3240
01/12/2004 19:00,3250
01/12/2004 20:00,3250
01/12/2004 21:00,3250
01/12/2004 22:00,3230
01/12/2004 23:00,3210
01/13/2004 00:00,3190
01/13/2004 01:00,3170
01/13/2004 02:00,3150
01/13/2004 03:00,3130
01/13/2004 04:00,3110
01/13/2004 05:00,3100
01/13/2004 06:00,3090
01/13/2004 07:00,3070
01/13/2004 08:00,3060
01/13/2004 09:00,3060
01/13/2004 10:00,3040
01/13/2004 11:00,3040
01/13/2004 12:00,3040
01/13/2004 13:00,3030
01/13/2004 14:00,3030
01/13/2004 15:00,3010
01/13/2004 16:00,3000
01/13/2004 17:00,2990
01/13/2004 18:00,2980
01/13/2004 19:00,2960
01/13/2004 20:00,2950
01/13/2004 21:00,2940
01/13/2004 22:00,2930
01/13/2004 23:00,2920
01/14/2004 00:00,2910
01/14/2004 01:00,2910
01/14/2004 02:00,2890
01/14/2004 03:00,2880
01/14/2004 04:00,2880
01/14/2004 05:00,2870
01/14/2004 06:00,2850
01/14/2004 07:00,2850
01/14/2004 08:00,2840
01/14/2004 09:00,2820
01/14/2004 10:00,2810
01/14/2004 11:00,2800
01/14/2004 12:00,2790
01/14/2004 13:00,2800
01/14/2004 14:00,2800
01/14/2004 15:00,2810
01/14/2004 16:00,2840
01/14/2004 17:00,2870
01/14/2004 18:00,2910
01/14/2004 19:00,2960
01/14/2004 20:00,3030
01/14/2004 21:00,3090
01/14/2004 22:00,3130
01/14/2004 23:00,3160
01/15/2004 00:00,3200
01/15/2004 01:00,3220
01/15/2004 02:00,3240
01/15/2004 03:00,3270
01/15/2004 04:00,3290
01/15/2004 05:00,3290
01/15/2004 06:00,3300
01/15/2004 07:00,3290
01/15/2004 08:00,3290
01/15/2004 09:00,3290
01/15/2004 10:00,3290
01/15/2004 11:00,3280
01/15/2004 12:00,3280
01/15/2004 13:00,3270
01/15/2004 14:00,3270
01/15/2004 15:00,3270
01/15/2004 16:00,3250
01/15/2004 17:00,3250
01/15/2004 18:00,3240
01/15/2004 19:00,3240
01/15/2004 20:00,3240
01/15/2004 21:00,3230
01/15/2004 22:00,3230
01/15/2004 23:00,3210
01/16/2004 00:00,3200
01/16/2004 01:00,3170
01/16/2004 02:00,3150
01/16/2004 03:00,3130
01/16/2004 04:00,3110
01/16/2004 05:00,3070
01/16/2004 06:00,3050
01/16/2004 07:00,3030
01/16/2004 08:00,3010
01/16/2004 09:00,2980
01/16/2004 10:00,2950
01/16/2004 11:00,2930
01/16/2004 12:00,2910
01/16/2004 13:00,2890
01/16/2004 14:00,2870
01/16/2004 15:00,2850
01/16/2004 16:00,2840
01/16/2004 17:00,2810
01/16/2004 18:00,2780
01/16/2004 19:00,2760
01/16/2004 20:00,2740
01/16/2004 21:00,2730
01/16/2004 22:00,2700
01/16/2004 23:00,2680
01/17/2004 00:00,2660
01/17/2004 01:00,2640
01/17/2004 02:00,2620
01/17/2004 03:00,2600
01/17/2004 04:00,2580
01/17/2004 05:00,2560
01/17/2004 06:00,2540
01/17/2004 07:00,2520
01/17/2004 08:00,2500
01/17/2004 09:00,2480
01/17/2004 10:00,2460
01/17/2004 11:00,2450
01/17/2004 12:00,2420
01/17/2004 13:00,2410
01/17/2004 14:00,2390
01/17/2004 15:00,2380
01/17/2004 16:00,2350
01/17/2004 17:00,2340
01/17/2004 18:00,2320
01/17/2004 19:00,2310
01/17/2004 20:00,2290
01/17/2004 21:00,2280
01/17/2004 22:00,2270
01/17/2004 23:00,2270
01/18/2004 00:00,2260
01/18/2004 01:00,2260
01/18/2004 02:00,2270
01/18/2004 03:00,2280
01/18/2004 04:00,2280
01/18/2004 05:00,2290
01/18/2004 06:00,2310
01/18/2004 07:00,2330
01/18/2004 08:00,2350
01/18/2004 09:00,2380
01/18/2004 10:00,2400
01/18/2004 11:00,2420
01/18/2004 12:00,2430
01/18/2004 13:00,2450
01/18/2004 14:00,2470
01/18/2004 15:00,2460
01/18/2004 16:00,2450
01/18/2004 17:00,2430
01/18/2004 18:00,2410
01/18/2004 19:00,2400
01/18/2004 20:00,2370
01/18/2004 21:00,2360
01/18/2004 22:00,2350
01/18/2004 23:00,2340
01/19/2004 00:00,2330
01/19/2004 01:00,2320
01/19/2004 02:00,2310
01/19/2004 03:00,2300
01/19/2004 04:00,2290
01/19/2004 05:00,2290
01/19/2004 06:00,2300
01/19/2004 07:00,2320
01/19/2004 08:00,2340
01/19/2004 09:00,2370
01/19/2004 10:00,2380
01/19/2004 11:00,2400
01/19/2004 12:00,2410
01/19/2004 13:00,2430
01/19/2004 14:00,2440
01/19/2004 15:00,2440
01/19/2004 16:00,2440
01/19/2004 17:00,2430
01/19/2004 18:00,2430
01/19/2004 19:00,2410
01/19/2004 20:00,2400
01/19/2004 21:00,2390
01/19/2004 22:00,2370
01/19/2004 23:00,2360
01/20/2004 00:00,2340
01/20/2004 01:00,2330
01/20/2004 02:00,2310
01/20/2004 03:00,2300
01/20/2004 04:00,2280
01/20/2004 05:00,2270
01/20/2004 06:00,2260
01/20/2004 07:00,2250
01/20/2004 08:00,2230
01/20/2004 09:00,2220
01/20/2004 10:00,2210
01/20/2004 11:00,2200
01/20/2004 12:00,2190
01/20/2004 13:00,2180
01/20/2004 14:00,2170
01/20/2004 15:00,2150
01/20/2004 16:00,2140
01/20/2004 17:00,2130
01/20/2004 18:00,2120
01/20/2004 19:00,2120
01/20/2004 20:00,2110
01/20/2004 21:00,2100
01/20/2004 22:00,2080
01/20/2004 23:00,2070
01/21/2004 00:00,2060
01/21/2004 01:00,2050
01/21/2004 02:00,2040
01/21/2004 03:00,2020
01/21/2004 04:00,2010
01/21/2004 05:00,2000
01/21/2004 06:00,1980
01/21/2004 07:00,1970
01/21/2004 08:00,1960
01/21/2004 09:00,1960
01/21/2004 10:00,1940
01/21/2004 11:00,1930
01/21/2004 12:00,1920
01/21/2004 13:00,1910
01/21/2004 14:00,1900
01/21/2004 15:00,1880
01/21/2004 16:00,1880
01/21/2004 17:00,1860
01/21/2004 18:00,1850
01/21/2004 19:00,1850
01/21/2004 20:00,1840
01/21/2004 21:00,1830
01/21/2004 22:00,1820
01/21/2004 23:00,1810
01/22/2004 00:00,1800
01/22/2004 01:00,1790
01/22/2004 02:00,1780
01/22/2004 03:00,1760
01/22/2004 04:00,1760
01/22/2004 05:00,1750
01/22/2004 06:00,1740
01/22/2004 07:00,1730
01/22/2004 08:00,1720
01/22/2004 09:00,1710
01/22/2004 10:00,1700
01/22/2004 11:00,1690
01/22/2004 12:00,1680
01/22/2004 13:00,1680
01/22/2004 14:00,1670
01/22/2004 15:00,1670
01/22/2004 16:00,1650
01/22/2004 17:00,1640
01/22/2004 18:00,1630
01/22/2004 19:00,1620
01/22/2004 20:00,1610
01/22/2004 21:00,1610
01/22/2004 22:00,1610
01/22/2004 23:00,1610
01/23/2004 00:00,1620
01/23/2004 01:00,1640
01/23/2004 02:00,1660
01/23/2004 03:00,1690
01/23/2004 04:00,1740
01/23/2004 05:00,1800
01/23/2004 06:00,1880
01/23/2004 07:00,1970
01/23/2004 08:00,2090
01/23/2004 09:00,2220
01/23/2004 10:00,2350
01/23/2004 11:00,2460
01/23/2004 12:00,2540
01/23/2004 13:00,2600
01/23/2004 14:00,2630
01/23/2004 15:00,2690
01/23/2004 16:00,2770
01/23/2004 17:00,2890
01/23/2004 18:00,3050
01/23/2004 19:00,3250
01/23/2004 20:00,3470
01/23/2004 21:00,3700
01/23/2004 22:00,3900
01/23/2004 23:00,4090
01/24/2004 00:00,4290
01/24/2004 01:00,4460
01/24/2004 02:00,4530
01/24/2004 03:00,4560
01/24/2004 04:00,4560
01/24/2004 05:00,4540
01/24/2004 06:00,4500
01/24/2004 07:00,4450
01/24/2004 08:00,4410
01/24/2004 09:00,4370
01/24/2004 10:00,4330
01/24/2004 11:00,4290
01/24/2004 12:00,4240
01/24/2004 13:00,4200
01/24/2004 14:00,4180
01/24/2004 15:00,4130
01/24/2004 16:00,4090
01/24/2004 17:00,4050
01/24/2004 18:00,4000
01/24/2004 19:00,3950
01/24/2004 20:00,3900
01/24/2004 21:00,3870
01/24/2004 22:00,3840
01/24/2004 23:00,3790
01/25/2004 00:00,3770
01/25/2004 01:00,3730
01/25/2004 02:00,3710
01/25/2004 03:00,3670
01/25/2004 04:00,3660
01/25/2004 05:00,3640
01/25/2004 06:00,3610
01/25/2004 07:00,3590
01/25/2004 08:00,3580
01/25/2004 09:00,3540
01/25/2004 10:00,3520
01/25/2004 11:00,3490
01/25/2004 12:00,3480
01/25/2004 13:00,3450
01/25/2004 14:00,3410
01/25/2004 15:00,3380
01/25/2004 16:00,3370
01/25/2004 17:00,3340
01/25/2004 18:00,3320
01/25/2004 19:00,3320
01/25/2004 20:00,3310
01/25/2004 21:00,3310
01/25/2004 22:00,3300
01/25/2004 23:00,3290
01/26/2004 00:00,3290
01/26/2004 01:00,3280
01/26/2004 02:00,3280
01/26/2004 03:00,3250
01/26/2004 04:00,3240
01/26/2004 05:00,3220
01/26/2004 06:00,3220
01/26/2004 07:00,3200
01/26/2004 08:00,3200
01/26/2004 09:00,3190
01/26/2004 10:00,3170
01/26/2004 11:00,3150
01/26/2004 12:00,3130
01/26/2004 13:00,3120
01/26/2004 14:00,3100
01/26/2004 15:00,3090
01/26/2004 16:00,3050
01/26/2004 17:00,3040
01/26/2004 18:00,3030
01/26/2004 19:00,3020
01/26/2004 20:00,3010
01/26/2004 21:00,2990
01/26/2004 22:00,2990
01/26/2004 23:00,2990
01/27/2004 00:00,2980
01/27/2004 01:00,2960
01/27/2004 02:00,2960
01/27/2004 03:00,2960
01/27/2004 04:00,2960
01/27/2004 05:00,2990
01/27/2004 06:00,3000
01/27/2004 07:00,3020
01/27/2004 08:00,3050
01/27/2004 09:00,3070
01/27/2004 10:00,3100
01/27/2004 11:00,3120
01/27/2004 12:00,3130
01/27/2004 13:00,3160
01/27/2004 14:00,3190
01/27/2004 15:00,3210
01/27/2004 16:00,3230
01/27/2004 17:00,3240
01/27/2004 18:00,3240
01/27/2004 19:00,3240
01/27/2004 20:00,3240
01/27/2004 21:00,3230
01/27/2004 22:00,3220
01/27/2004 23:00,3200
01/28/2004 00:00,3190
01/28/2004 01:00,3160
01/28/2004 02:00,3150
01/28/2004 03:00,3150
01/28/2004 04:00,3160
01/28/2004 05:00,3200
01/28/2004 06:00,3250
01/28/2004 07:00,3360
01/28/2004 08:00,3480
01/28/2004 09:00,3670
01/28/2004 10:00,3940
01/28/2004 11:00,4240
01/28/2004 12:00,4630
01/28/2004 13:00,5110
01/28/2004 14:00,5590
01/28/2004 15:00,6030
01/28/2004 16:00,6480
01/28/2004 17:00,6880
01/28/2004 18:00,7280
01/28/2004 19:00,7760
01/28/2004 20:00,8290
01/28/2004 21:00,8940
01/28/2004 22:00,9720
01/28/2004 23:00,10700
01/29/2004 00:00,11800
01/29/2004 01:00,12900
01/29/2004 02:00,14000
01/29/2004 03:00,15000
01/29/2004 04:00,16000
01/29/2004 05:00,16700
01/29/2004 06:00,17500
01/29/2004 07:00,18200
01/29/2004 08:00,19100
01/29/2004 09:00,19800
01/29/2004 10:00,20400
01/29/2004 11:00,20700
01/29/2004 12:00,20600
01/29/2004 13:00,20200
01/29/2004 14:00,19800
01/29/2004 15:00,19300
01/29/2004 16:00,18900
01/29/2004 17:00,18400
01/29/2004 18:00,17900
01/29/2004 19:00,17400
01/29/2004 20:00,16900
01/29/2004 21:00,16300
01/29/2004 22:00,15700
01/29/2004 23:00,15300
01/30/2004 00:00,15000
01/30/2004 01:00,14900
01/30/2004 02:00,15100
01/30/2004 03:00,15400
01/30/2004 04:00,15900
01/30/2004 05:00,16100
01/30/2004 06:00,16000
01/30/2004 07:00,15700
01/30/2004 08:00,15300
01/30/2004 09:00,14900
01/30/2004 10:00,14500
01/30/2004 11:00,14100
01/30/2004 12:00,13700
01/30/2004 13:00,13300
01/30/2004 14:00,12900
01/30/2004 15:00,12500
01/30/2004 16:00,12200
01/30/2004 17:00,11800
01/30/2004 18:00,11500
01/30/2004 19:00,11200
01/30/2004 20:00,10900
01/30/2004 21:00,10600
01/30/2004 22:00,10300
01/30/2004 23:00,10000
01/31/2004 00:00,9800
01/31/2004 01:00,9530
01/31/2004 02:00,9270
01/31/2004 03:00,9000
01/31/2004 04:00,8770
01/31/2004 05:00,8560
01/31/2004 06:00,8360
01/31/2004 07:00,8160
01/31/2004 08:00,8010
01/31/2004 09:00,7830
01/31/2004 10:00,7650
01/31/2004 11:00,7460
01/31/2004 12:00,7310
01/31/2004 13:00,7160
01/31/2004 14:00,7030
01/31/2004 15:00,6950
01/31/2004 16:00,6920
01/31/2004 17:00,6980
01/31/2004 18:00,7090
01/31/2004 19:00,7220
01/31/2004 20:00,7220
01/31/2004 21:00,7120
01/31/2004 22:00,7000
01/31/2004 23:00,6820
02/01/2004 00:00,6680
02/01/2004 01:00,6570
02/01/2004 02:00,6450
02/01/2004 03:00,6340
02/01/2004 04:00,6210
02/01/2004 05:00,6080
02/01/2004 06:00,5980
02/01/2004 07:00,5880
02/01/2004 08:00,5780
02/01/2004 09:00,5680
02/01/2004 10:00,5600
02/01/2004 11:00,5520
02/01/2004 12:00,5450
02/01/2004 13:00,5370
02/01/2004 14:00,5300
02/01/2004 15:00,5230
02/01/2004 16:00,5160
02/01/2004 17:00,5100
02/01/2004 18:00,5040
02/01/2004 19:00,4980
02/01/2004 20:00,4920
02/01/2004 21:00,4870
02/01/2004 22:00,4820
02/01/2004 23:00,4790
02/02/2004 00:00,4750
02/02/2004 01:00,4740
02/02/2004 02:00,4700
02/02/2004 03:00,4670
02/02/2004 04:00,4640
02/02/2004 05:00,4600
02/02/2004 06:00,4580
02/02/2004 07:00,4540
02/02/2004 08:00,4500
02/02/2004 09:00,4450
02/02/2004 10:00,4400
02/02/2004 11:00,4340
02/02/2004 12:00,4290
02/02/2004 13:00,4240
02/02/2004 14:00,4190
02/02/2004 15:00,4140
02/02/2004 16:00,4090
02/02/2004 17:00,4040
02/02/2004 18:00,4000
02/02/2004 19:00,3950
02/02/2004 20:00,3920
02/02/2004 21:00,3870
02/02/2004 22:00,3830
02/02/2004 23:00,3790
02/03/2004 00:00,3740
02/03/2004 01:00,3700
02/03/2004 02:00,3670
02/03/2004 03:00,3620
02/03/2004 04:00,3590
02/03/2004 05:00,3540
02/03/2004 06:00,3510
02/03/2004 07:00,3470
02/03/2004 08:00,3440
02/03/2004 09:00,3410
02/03/2004 10:00,3370
02/03/2004 11:00,3340
02/03/2004 12:00,3310
02/03/2004 13:00,3280
02/03/2004 14:00,3240
02/03/2004 15:00,3220
02/03/2004 16:00,3210
02/03/2004 17:00,3190
02/03/2004 18:00,3190
02/03/2004 19:00,3200
02/03/2004 20:00,3220
02/03/2004 21:00,3220
02/03/2004 22:00,3210
02/03/2004 23:00,3200
02/04/2004 00:00,3190
02/04/2004 01:00,3150
02/04/2004 02:00,3130
02/04/2004 03:00,3100
02/04/2004 04:00,3060
02/04/2004 05:00,3030
02/04/2004 06:00,3000
02/04/2004 07:00,2960
02/04/2004 08:00,2940
02/04/2004 09:00,2910
02/04/2004 10:00,2890
02/04/2004 11:00,2860
02/04/2004 12:00,2840
02/04/2004 13:00,2800
02/04/2004 14:00,2780
02/04/2004 15:00,2760
02/04/2004 16:00,2730
02/04/2004 17:00,2710
02/04/2004 18:00,2690
02/04/2004 19:00,2670
02/04/2004 20:00,2640
02/04/2004 21:00,2620
02/04/2004 22:00,2600
02/04/2004 23:00,2590
02/05/2004 00:00,2570
02/05/2004 01:00,2550
02/05/2004 02:00,2530
02/05/2004 03:00,2510
02/05/2004 04:00,2500
02/05/2004 05:00,2480
02/05/2004 06:00,2460
02/05/2004 07:00,2440
02/05/2004 08:00,2430
02/05/2004 09:00,2410
02/05/2004 10:00,2390
02/05/2004 11:00,2370
02/05/2004 12:00,2360
02/05/2004 13:00,2340
02/05/2004 14:00,2330
02/05/2004 15:00,2310
02/05/2004 16:00,2300
02/05/2004 17:00,2280
02/05/2004 18:00,2270
02/05/2004 19:00,2250
02/05/2004 20:00,2240
02/05/2004 21:00,2220
02/05/2004 22:00,2210
02/05/2004 23:00,2190
02/06/2004 00:00,2180
02/06/2004 01:00,2160
02/06/2004 02:00,2150
02/06/2004 03:00,2140
02/06/2004 04:00,2130
02/06/2004 05:00,2120
02/06/2004 06:00,2130
02/06/2004 07:00,2150
02/06/2004 08:00,2190
02/06/2004 09:00,2240
02/06/2004 10:00,2310
02/06/2004 11:00,2380
02/06/2004 12:00,2440
02/06/2004 13:00,2490
02/06/2004 14:00,2530
02/06/2004 15:00,2540
02/06/2004 16:00,2540
02/06/2004 17:00,2530
02/06/2004 18:00,2520
02/06/2004 19:00,2520
02/06/2004 20:00,2520
02/06/2004 21:00,2520
02/06/2004 22:00,2520
02/06/2004 23:00,2520
02/07/2004 00:00,2530
02/07/2004 01:00,2530
02/07/2004 02:00,2520
02/07/2004 03:00,2510
02/07/2004 04:00,2500
02/07/2004 05:00,2500
02/07/2004 06:00,2490
02/07/2004 07:00,2490
02/07/2004 08:00,2480
02/07/2004 09:00,2470
02/07/2004 10:00,2470
02/07/2004 11:00,2480
02/07/2004 12:00,2480
02/07/2004 13:00,2480
02/07/2004 14:00,2470
02/07/2004 15:00,2470
02/07/2004 16:00,2450
02/07/2004 17:00,2440
02/07/2004 18:00,2420
02/07/2004 19:00,2420
02/07/2004 20:00,2400
02/07/2004 21:00,2390
02/07/2004 22:00,2380
02/07/2004 23:00,2370
02/08/2004 00:00,2360
02/08/2004 01:00,2350
02/08/2004 02:00,2340
02/08/2004 03:00,2330
02/08/2004 04:00,2310
02/08/2004 05:00,2300
02/08/2004 06:00,2290
02/08/2004 07:00,2290
02/08/2004 08:00,2270
02/08/2004 09:00,2260
02/08/2004 10:00,2250
02/08/2004 11:00,2240
02/08/2004 12:00,2230
02/08/2004 13:00,2220
02/08/2004 14:00,2210
02/08/2004 15:00,2200
02/08/2004 16:00,2190
02/08/2004 17:00,2180
02/08/2004 18:00,2170
02/08/2004 19:00,2160
02/08/2004 20:00,2140
02/08/2004 21:00,2140
02/08/2004 22:00,2130
02/08/2004 23:00,2120
02/09/2004 00:00,2110
02/09/2004 01:00,2100
02/09/2004 02:00,2090
02/09/2004 03:00,2080
02/09/2004 04:00,2070
02/09/2004 05:00,2050
02/09/2004 06:00,2040
02/09/2004 07:00,2030
02/09/2004 08:00,2020
02/09/2004 09:00,2000
02/09/2004 10:00,1990
02/09/2004 11:00,1980
02/09/2004 12:00,1970
02/09/2004 13:00,1960
02/09/2004 14:00,1960
02/09/2004 15:00,1950
02/09/2004 16:00,1940
02/09/2004 17:00,1930
02/09/2004 18:00,1920
02/09/2004 19:00,1910
02/09/2004 20:00,1900
02/09/2004 21:00,1890
02/09/2004 22:00,1880
02/09/2004 23:00,1870
02/10/2004 00:00,1850
02/10/2004 01:00,1850
02/10/2004 02:00,1840
02/10/2004 03:00,1830
02/10/2004 04:00,1820
02/10/2004 05:00,1810
02/10/2004 06:00,1800
02/10/2004 07:00,1790
02/10/2004 08:00,1780
02/10/2004 09:00,1770
02/10/2004 10:00,1760
02/10/2004 11:00,1760
02/10/2004 12:00,1750
02/10/2004 13:00,1740
02/10/2004 14:00,1730
02/10/2004 15:00,1720
02/10/2004 16:00,1710
02/10/2004 17:00,1700
02/10/2004 18:00,1690
02/10/2004 19:00,1690
02/10/2004 20:00,1680
02/10/2004 21:00,1670
02/10/2004 22:00,1660
02/10/2004 23:00,1650
02/11/2004 00:00,1640
02/11/2004 01:00,1630
02/11/2004 02:00,1620
02/11/2004 03:00,1620
02/11/2004 04:00,1610
02/11/2004 05:00,1600
02/11/2004 06:00,1590
02/11/2004 07:00,1580
02/11/2004 08:00,1580
02/11/2004 09:00,1570
02/11/2004 10:00,1560
02/11/2004 11:00,1550
02/11/2004 12:00,1540
02/11/2004 13:00,1540
