Date,ROVOL_1,ROVOL_1,TAET_1,TAET_1,TAET_1,TAET_1,TAET_1,TAET_1,TAET_1,TAET_1,TAET_1,SURO_1,SURO_1,SURO_1,SURO_1,SURO_1,SURO_1,SURO_1,SURO_1,SURO_1,IFWO_1,IFWO_1,IFWO_1,IFWO_1,IFWO_1,IFWO_1,IFWO_1,IFWO_1,IFWO_1,AGWO_1,AGWO_1,AGWO_1,AGWO_1,AGWO_1,AGWO_1,AGWO_1,AGWO_1,AGWO_1,RAIN_1,RAIN_1,RAIN_1,RAIN_1,RAIN_1,RAIN_1,RAIN_1,RAIN_1
2012-01-01 10:00:00,0.0016680798,0.021994226,0.021994226,0.021994226,0.021994226,0.021994226,0.021994226,0.021994226,0.021994226,0.021994226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 11:00:00,0.0016528289,0.026629709,0.026629709,0.026629709,0.026629709,0.026629709,0.026629709,0.026629709,0.026629709,0.026629709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 12:00:00,0.0016377175,0.027616521,0.027616521,0.027616521,0.027616521,0.027616521,0.027616521,0.027616521,0.027616521,0.027616521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 13:00:00,0.0016227443,0.028938131,0.028938131,0.028938131,0.028938131,0.028938131,0.028938131,0.028938131,0.028938131,0.028938131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 14:00:00,0.0016079079,0.026865926,0.026865926,0.026865926,0.026865926,0.026865926,0.026865926,0.026865926,0.026865926,0.026865926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 15:00:00,0.0015932072,0.027872292,0.027872292,0.027872292,0.027872292,0.027872292,0.027872292,0.027872292,0.027872292,0.027872292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 16:00:00,0.001578641,0.022636333,0.022636333,0.022636333,0.022636333,0.022636333,0.022636333,0.022636333,0.022636333,0.022636333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 17:00:00,0.0015642078,0.010961133,0.010961133,0.010961133,0.010961133,0.010961133,0.010961133,0.010961133,0.010961133,0.010961133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 18:00:00,0.0015499066,0.003966231,0.003966231,0.003966231,0.003966231,0.003966231,0.003966231,0.003966231,0.003966231,0.003966231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 19:00:00,0.0015357364,0.0055326587,0.0055326587,0.0055326587,0.0055326587,0.0055326587,0.0055326587,0.0055326587,0.0055326587,0.0055326587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 20:00:00,0.0015216954,0.0061309803,0.0061309803,0.0061309803,0.0061309803,0.0061309803,0.0061309803,0.0061309803,0.0061309803,0.0061309803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 21:00:00,0.0015077828,0.0070879366,0.0070879366,0.0070879366,0.0070879366,0.0070879366,0.0070879366,0.0070879366,0.0070879366,0.0070879366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 22:00:00,0.0014939975,0.0069185034,0.0069185034,0.0069185034,0.0069185034,0.0069185034,0.0069185034,0.0069185034,0.0069185034,0.0069185034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01 23:00:00,0.0014803384,0.00507382,0.00507382,0.00507382,0.00507382,0.00507382,0.00507382,0.00507382,0.00507382,0.00507382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 00:00:00,0.001466804,0.011239534,0.011239534,0.011239534,0.011239534,0.011239534,0.011239534,0.011239534,0.011239534,0.011239534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 01:00:00,0.0014533933,0.01049344,0.01049344,0.01049344,0.01049344,0.01049344,0.01049344,0.01049344,0.01049344,0.01049344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 02:00:00,0.0014401053,0.009975988,0.009975988,0.009975988,0.009975988,0.009975988,0.009975988,0.009975988,0.009975988,0.009975988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 03:00:00,0.0014269388,0.008781396,0.008781396,0.008781396,0.008781396,0.008781396,0.008781396,0.008781396,0.008781396,0.008781396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 04:00:00,0.0014138926,0.008393001,0.008393001,0.008393001,0.008393001,0.008393001,0.008393001,0.008393001,0.008393001,0.008393001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 05:00:00,0.0014009657,0.009239383,0.009239383,0.009239383,0.009239383,0.009239383,0.009239383,0.009239383,0.009239383,0.009239383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 06:00:00,0.0013881571,0.009229419,0.009229419,0.009229419,0.009229419,0.009229419,0.009229419,0.009229419,0.009229419,0.009229419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 07:00:00,0.0013754655,0.008482613,0.008482613,0.008482613,0.008482613,0.008482613,0.008482613,0.008482613,0.008482613,0.008482613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 08:00:00,0.0013628899,0.008402931,0.008402931,0.008402931,0.008402931,0.008402931,0.008402931,0.008402931,0.008402931,0.008402931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 09:00:00,0.0013504294,0.043592427,0.043592427,0.043592427,0.043592427,0.043592427,0.043592427,0.043592427,0.043592427,0.043592427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 10:00:00,0.0013380827,0.065345444,0.065345444,0.065345444,0.065345444,0.065345444,0.065345444,0.065345444,0.065345444,0.065345444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 11:00:00,0.001325849,0.07754635,0.07754635,0.07754635,0.07754635,0.07754635,0.07754635,0.07754635,0.07754635,0.07754635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 12:00:00,0.001313727,0.083262764,0.083262764,0.083262764,0.083262764,0.083262764,0.083262764,0.083262764,0.083262764,0.083262764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 13:00:00,0.001301716,0.084520265,0.084520265,0.084520265,0.084520265,0.084520265,0.084520265,0.084520265,0.084520265,0.084520265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 14:00:00,0.0012898147,0.08580505,0.08580505,0.08580505,0.08580505,0.08580505,0.08580505,0.08580505,0.08580505,0.08580505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 15:00:00,0.0012780222,0.1069173,0.1069173,0.1069173,0.1069173,0.1069173,0.1069173,0.1069173,0.1069173,0.1069173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 16:00:00,0.0012663377,0.08172662,0.08172662,0.08172662,0.08172662,0.08172662,0.08172662,0.08172662,0.08172662,0.08172662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 17:00:00,0.0012547597,0.031351894,0.031351894,0.031351894,0.031351894,0.031351894,0.031351894,0.031351894,0.031351894,0.031351894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 18:00:00,0.0012432877,0.0064894864,0.0064894864,0.0064894864,0.0064894864,0.0064894864,0.0064894864,0.0064894864,0.0064894864,0.0064894864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 19:00:00,0.0012319208,0.0067286934,0.0067286934,0.0067286934,0.0067286934,0.0067286934,0.0067286934,0.0067286934,0.0067286934,0.0067286934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 20:00:00,0.0012206577,0.005183293,0.005183293,0.005183293,0.005183293,0.005183293,0.005183293,0.005183293,0.005183293,0.005183293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 21:00:00,0.0012094975,0.005223187,0.005223187,0.005223187,0.005223187,0.005223187,0.005223187,0.005223187,0.005223187,0.005223187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 22:00:00,0.0011984393,0.002248739,0.002248739,0.002248739,0.002248739,0.002248739,0.002248739,0.002248739,0.002248739,0.002248739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-02 23:00:00,0.0011874823,0.002168827,0.002168827,0.002168827,0.002168827,0.002168827,0.002168827,0.002168827,0.002168827,0.002168827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 00:00:00,0.0011766255,0.002368595,0.002368595,0.002368595,0.002368595,0.002368595,0.002368595,0.002368595,0.002368595,0.002368595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 01:00:00,0.0011658678,0.0023685948,0.0023685948,0.0023685948,0.0023685948,0.0023685948,0.0023685948,0.0023685948,0.0023685948,0.0023685948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 02:00:00,0.0011552084,0.0023086648,0.0023086648,0.0023086648,0.0023086648,0.0023086648,0.0023086648,0.0023086648,0.0023086648,0.0023086648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 03:00:00,0.0011446469,0.002258722,0.002258722,0.002258722,0.002258722,0.002258722,0.002258722,0.002258722,0.002258722,0.002258722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 04:00:00,0.0011341815,0.002278699,0.002278699,0.002278699,0.002278699,0.002278699,0.002278699,0.002278699,0.002278699,0.002278699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 05:00:00,0.001123812,0.002298676,0.002298676,0.002298676,0.002298676,0.002298676,0.002298676,0.002298676,0.002298676,0.002298676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 06:00:00,0.0011135373,0.0014894444,0.0014894444,0.0014894444,0.0014894444,0.0014894444,0.0014894444,0.0014894444,0.0014894444,0.0014894444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 07:00:00,0.0011033565,0.00069987733,0.00069987733,0.00069987733,0.00069987733,0.00069987733,0.00069987733,0.00069987733,0.00069987733,0.00069987733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 08:00:00,0.0010932687,0.002158832,0.002158832,0.002158832,0.002158832,0.002158832,0.002158832,0.002158832,0.002158832,0.002158832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 09:00:00,0.0010832732,0.027202183,0.027202183,0.027202183,0.027202183,0.027202183,0.027202183,0.027202183,0.027202183,0.027202183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 10:00:00,0.0014804188,0.04648,0.04648,0.04648,0.04648,0.04648,0.04648,0.04648,0.04648,0.04648,0.002840894,0.002840894,0.002840894,0.002840894,0.002840894,0.002840894,0.002840894,0.002840894,0.002840894,0.005247082,0.005247082,0.005247082,0.005247082,0.005247082,0.005247082,0.005247082,0.005247082,0.005247082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-03 11:00:00,0.0024496946,0.0558,0.0558,0.0558,0.0558,0.0558,0.0558,0.0558,0.0558,0.0558,2.4556235e-05,2.4556235e-05,2.4556235e-05,2.4556235e-05,2.4556235e-05,2.4556235e-05,2.4556235e-05,2.4556235e-05,2.4556235e-05,0.010352775,0.010352775,0.010352775,0.010352775,0.010352775,0.010352775,0.010352775,0.010352775,0.010352775,0.0010629018,0.0010629018,0.0010629018,0.0010629018,0.0010629018,0.0010629018,0.0010629018,0.0010629018,0.0010629018,,,,,,,,,
2012-01-03 12:00:00,0.0035724621,0.07284,0.07284,0.07284,0.07284,0.07284,0.07284,0.07284,0.07284,0.07284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010139646,0.010139646,0.010139646,0.010139646,0.010139646,0.010139646,0.010139646,0.010139646,0.010139646,0.001174247,0.001174247,0.001174247,0.001174247,0.001174247,0.001174247,0.001174247,0.001174247,0.001174247,,,,,,,,,
2012-01-03 13:00:00,0.00466833,0.08867,0.08867,0.08867,0.08867,0.08867,0.08867,0.08867,0.08867,0.08867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099261105,0.0099261105,0.0099261105,0.0099261105,0.0099261105,0.0099261105,0.0099261105,0.0099261105,0.0099261105,0.0011836066,0.0011836066,0.0011836066,0.0011836066,0.0011836066,0.0011836066,0.0011836066,0.0011836066,0.0011836066,,,,,,,,,
2012-01-03 14:00:00,0.00573385,0.09467,0.09467,0.09467,0.09467,0.09467,0.09467,0.09467,0.09467,0.09467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097170705,0.0097170705,0.0097170705,0.0097170705,0.0097170705,0.0097170705,0.0097170705,0.0097170705,0.0097170705,0.0011929037,0.0011929037,0.0011929037,0.0011929037,0.0011929037,0.0011929037,0.0011929037,0.0011929037,0.0011929037,,,,,,,,,
2012-01-03 15:00:00,0.006769742,0.08262,0.08262,0.08262,0.08262,0.08262,0.08262,0.08262,0.08262,0.08262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009512435,0.009512435,0.009512435,0.009512435,0.009512435,0.009512435,0.009512435,0.009512435,0.009512435,0.0012021392,0.0012021392,0.0012021392,0.0012021392,0.0012021392,0.0012021392,0.0012021392,0.0012021392,0.0012021392,,,,,,,,,
2012-01-03 16:00:00,0.0077767083,0.057969995,0.057969995,0.057969995,0.057969995,0.057969995,0.057969995,0.057969995,0.057969995,0.057969995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009312107,0.009312107,0.009312107,0.009312107,0.009312107,0.009312107,0.009312107,0.009312107,0.009312107,0.0012113131,0.0012113131,0.0012113131,0.0012113131,0.0012113131,0.0012113131,0.0012113131,0.0012113131,0.0012113131,,,,,,,,,
2012-01-03 17:00:00,0.008755437,0.01703,0.01703,0.01703,0.01703,0.01703,0.01703,0.01703,0.01703,0.01703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009116,0.009116,0.009116,0.009116,0.009116,0.009116,0.009116,0.009116,0.009116,0.0012204259,0.0012204259,0.0012204259,0.0012204259,0.0012204259,0.0012204259,0.0012204259,0.0012204259,0.0012204259,,,,,,,,,
2012-01-03 18:00:00,0.009706601,0.00382,0.00382,0.00382,0.00382,0.00382,0.00382,0.00382,0.00382,0.00382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008924021,0.008924021,0.008924021,0.008924021,0.008924021,0.008924021,0.008924021,0.008924021,0.008924021,0.0012294782,0.0012294782,0.0012294782,0.0012294782,0.0012294782,0.0012294782,0.0012294782,0.0012294782,0.0012294782,,,,,,,,,
